colid,colname
20008_1_6,Interpolated Year when non-cancer illness first diagnosed
20008_1_7,Interpolated Year when non-cancer illness first diagnosed
20008_1_8,Interpolated Year when non-cancer illness first diagnosed
20008_1_9,Interpolated Year when non-cancer illness first diagnosed
20008_1_10,Interpolated Year when non-cancer illness first diagnosed
20008_1_11,Interpolated Year when non-cancer illness first diagnosed
20008_1_12,Interpolated Year when non-cancer illness first diagnosed
20008_1_13,Interpolated Year when non-cancer illness first diagnosed
20008_1_14,Interpolated Year when non-cancer illness first diagnosed
20008_1_15,Interpolated Year when non-cancer illness first diagnosed
20008_1_16,Interpolated Year when non-cancer illness first diagnosed
20008_1_17,Interpolated Year when non-cancer illness first diagnosed
20008_1_18,Interpolated Year when non-cancer illness first diagnosed
20008_1_19,Interpolated Year when non-cancer illness first diagnosed
20008_1_20,Interpolated Year when non-cancer illness first diagnosed
20008_1_21,Interpolated Year when non-cancer illness first diagnosed
20077_0_0,Number of diet questionnaires completed
20008_1_22,Interpolated Year when non-cancer illness first diagnosed
20008_1_23,Interpolated Year when non-cancer illness first diagnosed
20008_1_24,Interpolated Year when non-cancer illness first diagnosed
20008_1_25,Interpolated Year when non-cancer illness first diagnosed
20008_1_26,Interpolated Year when non-cancer illness first diagnosed
20008_1_27,Interpolated Year when non-cancer illness first diagnosed
20008_1_28,Interpolated Year when non-cancer illness first diagnosed
20008_1_29,Interpolated Year when non-cancer illness first diagnosed
20008_1_30,Interpolated Year when non-cancer illness first diagnosed
20008_1_31,Interpolated Year when non-cancer illness first diagnosed
20008_1_32,Interpolated Year when non-cancer illness first diagnosed
20008_1_33,Interpolated Year when non-cancer illness first diagnosed
20008_2_0,Interpolated Year when non-cancer illness first diagnosed
20008_2_1,Interpolated Year when non-cancer illness first diagnosed
20008_2_2,Interpolated Year when non-cancer illness first diagnosed
20008_2_3,Interpolated Year when non-cancer illness first diagnosed
20008_2_4,Interpolated Year when non-cancer illness first diagnosed
20008_2_5,Interpolated Year when non-cancer illness first diagnosed
20008_2_6,Interpolated Year when non-cancer illness first diagnosed
20008_2_7,Interpolated Year when non-cancer illness first diagnosed
20008_2_8,Interpolated Year when non-cancer illness first diagnosed
20008_2_9,Interpolated Year when non-cancer illness first diagnosed
20008_2_10,Interpolated Year when non-cancer illness first diagnosed
20008_2_11,Interpolated Year when non-cancer illness first diagnosed
20008_2_12,Interpolated Year when non-cancer illness first diagnosed
20008_2_13,Interpolated Year when non-cancer illness first diagnosed
20008_2_14,Interpolated Year when non-cancer illness first diagnosed
20008_2_15,Interpolated Year when non-cancer illness first diagnosed
20008_2_16,Interpolated Year when non-cancer illness first diagnosed
20008_2_17,Interpolated Year when non-cancer illness first diagnosed
20008_2_18,Interpolated Year when non-cancer illness first diagnosed
20008_2_19,Interpolated Year when non-cancer illness first diagnosed
20008_2_20,Interpolated Year when non-cancer illness first diagnosed
20008_2_21,Interpolated Year when non-cancer illness first diagnosed
20008_2_22,Interpolated Year when non-cancer illness first diagnosed
20008_2_23,Interpolated Year when non-cancer illness first diagnosed
20008_2_24,Interpolated Year when non-cancer illness first diagnosed
20008_2_25,Interpolated Year when non-cancer illness first diagnosed
20008_2_26,Interpolated Year when non-cancer illness first diagnosed
20008_2_27,Interpolated Year when non-cancer illness first diagnosed
20008_2_28,Interpolated Year when non-cancer illness first diagnosed
20008_2_29,Interpolated Year when non-cancer illness first diagnosed
20008_2_30,Interpolated Year when non-cancer illness first diagnosed
20008_2_31,Interpolated Year when non-cancer illness first diagnosed
20008_2_32,Interpolated Year when non-cancer illness first diagnosed
20008_2_33,Interpolated Year when non-cancer illness first diagnosed
20008_3_0,Interpolated Year when non-cancer illness first diagnosed
20008_3_1,Interpolated Year when non-cancer illness first diagnosed
20008_3_2,Interpolated Year when non-cancer illness first diagnosed
20078_0_0,When diet questionnaire completion requested
20008_3_3,Interpolated Year when non-cancer illness first diagnosed
20008_3_4,Interpolated Year when non-cancer illness first diagnosed
20008_3_5,Interpolated Year when non-cancer illness first diagnosed
20008_3_6,Interpolated Year when non-cancer illness first diagnosed
20008_3_7,Interpolated Year when non-cancer illness first diagnosed
20008_3_8,Interpolated Year when non-cancer illness first diagnosed
20008_3_9,Interpolated Year when non-cancer illness first diagnosed
20008_3_10,Interpolated Year when non-cancer illness first diagnosed
20008_3_11,Interpolated Year when non-cancer illness first diagnosed
20008_3_12,Interpolated Year when non-cancer illness first diagnosed
20008_3_13,Interpolated Year when non-cancer illness first diagnosed
20008_3_14,Interpolated Year when non-cancer illness first diagnosed
20008_3_15,Interpolated Year when non-cancer illness first diagnosed
20008_3_16,Interpolated Year when non-cancer illness first diagnosed
20008_3_17,Interpolated Year when non-cancer illness first diagnosed
20008_3_18,Interpolated Year when non-cancer illness first diagnosed
20008_3_19,Interpolated Year when non-cancer illness first diagnosed
20008_3_20,Interpolated Year when non-cancer illness first diagnosed
20008_3_21,Interpolated Year when non-cancer illness first diagnosed
20008_3_22,Interpolated Year when non-cancer illness first diagnosed
20008_3_23,Interpolated Year when non-cancer illness first diagnosed
20008_3_24,Interpolated Year when non-cancer illness first diagnosed
20008_3_25,Interpolated Year when non-cancer illness first diagnosed
20008_3_26,Interpolated Year when non-cancer illness first diagnosed
20008_3_27,Interpolated Year when non-cancer illness first diagnosed
20008_3_28,Interpolated Year when non-cancer illness first diagnosed
20008_3_29,Interpolated Year when non-cancer illness first diagnosed
20008_3_30,Interpolated Year when non-cancer illness first diagnosed
20008_3_31,Interpolated Year when non-cancer illness first diagnosed
20008_3_32,Interpolated Year when non-cancer illness first diagnosed
20008_3_33,Interpolated Year when non-cancer illness first diagnosed
20009_0_0,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_1,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_2,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_3,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_4,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_5,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_6,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_7,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_8,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_9,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_10,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_11,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_12,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_13,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_14,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_15,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_16,Interpolated Age of participant when non-cancer illness first diagnosed
20200_0_27,Values wanted
20009_0_17,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_18,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_19,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_20,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_21,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_22,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_23,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_24,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_25,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_26,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_27,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_28,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_29,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_30,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_31,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_32,Interpolated Age of participant when non-cancer illness first diagnosed
20009_0_33,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_0,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_1,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_2,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_3,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_4,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_5,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_6,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_7,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_8,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_9,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_10,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_11,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_12,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_13,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_14,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_15,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_16,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_17,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_18,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_19,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_20,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_21,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_22,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_23,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_24,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_25,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_26,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_27,Interpolated Age of participant when non-cancer illness first diagnosed
20078_1_0,When diet questionnaire completion requested
20009_1_28,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_29,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_30,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_31,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_32,Interpolated Age of participant when non-cancer illness first diagnosed
20009_1_33,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_0,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_1,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_2,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_3,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_4,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_5,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_6,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_7,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_8,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_9,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_10,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_11,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_12,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_13,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_14,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_15,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_16,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_17,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_18,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_19,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_20,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_21,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_22,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_23,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_24,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_25,Interpolated Age of participant when non-cancer illness first diagnosed
20009_2_26,Interpolated Age of participant when non-cancer illness first diagnosed
